,val_loss,val_acc,loss,acc
0,0.2610086532115936,0.922500000667572,0.8362572702566783,0.7335166664759318
1,0.11576584830284119,0.9660000016212463,0.26751934123039245,0.9187333335876465
2,0.08016662831306458,0.9749999985694885,0.17165140560070674,0.9482499998410543
3,0.06419860388040542,0.9792999984741211,0.134580928170681,0.9596333333333333
4,0.05323518840670586,0.9826000005722045,0.11028200577100118,0.9676833331108093
5,0.049336005121469496,0.9836999982833863,0.09500376683076223,0.9709666666030884
6,0.04136391429901123,0.9857999981880188,0.08418759440978368,0.9740999997456868
7,0.040488639289140704,0.9864000003814697,0.07629188472827275,0.9769
8,0.0352378840893507,0.9881999980926514,0.07142284843921662,0.9784833332061768
9,0.04022795974612236,0.9861999981880188,0.06488793972333272,0.9802999999364217
10,0.033422585120797155,0.9874999979972839,0.06103794013857841,0.9816166666348776
11,0.03081193524301052,0.9898000003814698,0.057120659005641936,0.9827833334922791
12,0.031551383247971534,0.9889999980926514,0.0544912625014782,0.9834500000317892
13,0.03015572766363621,0.9896999979972839,0.053073699253797534,0.9841166664441426
14,0.028410522696375846,0.9906000003814698,0.04839978389640649,0.985233333047231
15,0.02795370191335678,0.9907999979972839,0.04563107545971871,0.9856166669209798
16,0.029968843081593515,0.9897999980926514,0.04208344738682111,0.9870333332379659
17,0.027418933835625648,0.9906000003814698,0.04201993939081828,0.9870833333651224
18,0.026964619025588034,0.991299997997284,0.04031281952659289,0.9869166668891907
19,0.028337749221920967,0.9906999979972839,0.03831030907432238,0.987883333237966
20,0.027119024163484575,0.9909000003814697,0.03648016330599785,0.9887999999046325
21,0.026180308493971825,0.9914000003814697,0.03477064525683721,0.9887166664441427
22,0.027783035773038863,0.9904999979972839,0.03313926625847816,0.9892499999682108
23,0.028890427994728088,0.9904000002861023,0.03266025347709656,0.9896333332379659
24,0.027233694422245026,0.991299997997284,0.031119539381066957,0.9901999999046326
25,0.02657072169482708,0.9915999979019166,0.031001335600515205,0.9901666668574015
26,0.02639698495566845,0.9921000002861023,0.02855917754024267,0.9906000001271565
27,0.025255129027366638,0.9921999979019165,0.02923881768385569,0.9905166663805643
28,0.02591090107858181,0.9915000003814697,0.02814851387143135,0.9916666663805643
29,0.025545876201987266,0.9915999979972839,0.027294427703817684,0.9915666669209798
30,0.025739864003658294,0.9916999979019165,0.0246500803510348,0.9919500001907349
31,0.026940559795498847,0.9920000002861022,0.027049631132682165,0.991566666507721
32,0.027120978119969368,0.9921000002861023,0.026710720098018646,0.9912166665712993
33,0.025926703307032586,0.9919999979019165,0.02523457920352618,0.9918999998410543
34,0.025066225835680963,0.9917000002861023,0.024863974547386168,0.992266666507721
35,0.02685110231935978,0.9912999979019165,0.023482258222500482,0.9921500002543131
36,0.025371784776449205,0.9923000002861023,0.02239766351530949,0.9926500002543132
37,0.02807824918627739,0.9924999979019165,0.02190934751431147,0.9927833332379659
38,0.027515096282958985,0.9916999979019165,0.02143659653266271,0.9929666663805644
39,0.026837240791320802,0.9917999979019165,0.021579898610711096,0.9927666664441427
40,0.027439842078089714,0.9919999979972839,0.020346191532413165,0.9937000001271565
41,0.02767678583264351,0.9920000003814697,0.020746078073978425,0.993149999777476
42,0.025451820722222327,0.9927000000953674,0.019725357930362224,0.9933000002543132
43,0.0296402513474226,0.9918000002861023,0.018993302154541016,0.9935666665712992
44,0.025009821447730063,0.9928000000953674,0.020198648265004157,0.9932833331743877
45,0.02613401423096657,0.9925000001907348,0.01768911156654358,0.9941166667938233
46,0.027201954379677772,0.9926000002861023,0.01855463026811679,0.9941500000635783
47,0.02569684855043888,0.9927000001907349,0.019115405077735584,0.9939999998410542
48,0.027812820672988892,0.9919000001907349,0.01762845730880896,0.9944833335876465
49,0.026690703091025354,0.9928000002861023,0.016091311779618263,0.994633333047231
50,0.02762839933335781,0.9922000002861023,0.016269380827248096,0.9944833334604899
51,0.027553016623854638,0.9921000001907349,0.016696809390187264,0.9942666667938233
52,0.024915056982636453,0.9924000001907348,0.017178941326340038,0.9943500001907348
53,0.02751986974477768,0.9915999979019166,0.0161945007716616,0.9948166668574016
54,0.026770612567663193,0.9919999979019165,0.016364118616779645,0.9941333335876464
55,0.02815479739010334,0.9918000002861023,0.01559874628384908,0.9945666669209798
56,0.026146443140506744,0.9930999979019165,0.015257913236320019,0.9951666669209798
57,0.027440710163116454,0.9919000001907349,0.015680893522004285,0.9947500000635783
58,0.02829957976937294,0.9920999979019165,0.016286056780815125,0.9943166668574015
59,0.02793987374305725,0.9922000000953675,0.015432706117630006,0.9948166669209798
60,0.0289686146736145,0.9928000000953674,0.013411044672131538,0.9957000002543132
61,0.026957566887140273,0.9922000001907348,0.014557829921444257,0.9949333333969116
62,0.026696998101472854,0.9925999978065491,0.016027895095944406,0.9942833334604899
63,0.027257172726094722,0.9926000000953674,0.0137390834659338,0.9954333335240682
64,0.026809342563152313,0.9923000001907348,0.014528478252887726,0.9951666667938233
65,0.02753447168469429,0.9931999978065491,0.014111349323391914,0.9951000001907349
66,0.029068446412682532,0.9926999979019165,0.013631979029377302,0.9952166663805644
67,0.027957111263275148,0.9919999979019165,0.012980226920545101,0.995666666730245
68,0.029075064164400102,0.9918999979019165,0.013774307179450988,0.9953500001907348
69,0.02812284242808819,0.9924000000953674,0.013630091174443562,0.9953333335876465
70,0.026760430443286895,0.992699997806549,0.013542587014039358,0.9954666669209798
71,0.028435730370879174,0.9923999979019165,0.01214607278307279,0.9962666666666666
72,0.028441579705476762,0.9925000001907348,0.011305141810576121,0.9961666663805644
